id,comment_text,is_toxic,p_is_toxic,flags,label_is_toxic
8a42add5b04ef96a,"lol =
Blocked! yeppers! I basically made a fool out of you and Hybrid though. I can't believe you both believed all that sappy garbage I was giving you. I could have kept tricking you as by not confessing then I told my self (make a fool out of them or stay lonelyboy and keep tricking them). I chose makign a fool out of you. While it didn't go necessarily as how I planned. Since, I am leaving for vacation tomorrow morning, I was going to go in and vandalize your pages just before I left, you two were pissing me off so I just gave it away early that I was making a fool out of you two. Basically because you two are so damned gullible and got in some of my other enemies on it, Charlesknight and MathewFenton, I amde a fool out of them two. Anyways, I had some extra editing to do on the pages I liked so I came and made those edits. I really don't need to come here much as there isn't really anything I am interested in. However, when I want to come back after I come back from my vacation, I can do that very easily. Anyway, later suckers. Oh by the way YANDMAN, I love you. lol you dumbass. And Hybrid, you're sweet. LOL, You gullible fatass! Yandman thinks I don't have a static IP address. I am thinking about unhooking it tonight just to come back here tomorrow and vandalize his page to show him what a dumbass he is and how I can come back whenever I feel liek it. D",0,0.817,is_toxic=FN(p=0.82),1
8a4575231c9dc2f7,"Is this all you people do?  Get a life, girlfriend, job, anything.",0,0.906,is_toxic=FN(p=0.91),1
8a49e7ce2db82287,"OK, clear enough for a peeon. , waits for audience applause, not a sausage.",1,0.135,is_toxic=FP(p=0.14),0
8ae74ff7c7534c32,oh wow a block im so scared. <sarcasm. stop getting all butt hurt bro. your threats don't faze me. you're just wasting your time getting all shook up over nothing,0,0.981,is_toxic=FN(p=0.98),1
8af1726bd7394d7a,"Who cares?
It's not like you're missed or anything.",0,0.874,is_toxic=FN(p=0.87),1
8b0056a8835944f6,"click me and keep off my page, powertripper.",0,0.826,is_toxic=FN(p=0.83),1
8b554bca6f3ac9d8,"Its madness. Shes of Chinese heritage, but JAPANESE! Thats impossible, its like... if some one was of Irish heritage... and was born in America... would that make them... AMERICAN... That would imply that a persons nationality, is biased on where there born, and has little to do with those who came before them... madness",1,0.182,is_toxic=FP(p=0.18),0
8b651a98e71334bf,"Nacreous cloud article 

I'll edit whatever I damn well please, whenever I damn well please.  I don't care what you or Bill Connolley have to say about anything.  By the way, you're the moron.",0,0.815,is_toxic=FN(p=0.81),1
8b7b38e044dc866b,"Dear BNP, 

If you want to be taken seriously, then act like other parties. You are so focused on Immigration that you do not make it clear what your other policies are. You may think “What am I talking about, I know nothing, I do not listen to the news and your broadcasts, I am an idiot.” This is what politicians always say when they are challenged. They fight to humiliate the other person.

I do try to listen to your policies but they are masked by your racism. Ask anyone on the street and whether they're a supporter or not, they know that you want to get rid of non-indigenous peoples, and probably nothing else about the party except Nick Griffin's history. What I am saying is that you are stopping yourselves from being elected. You are your biggest enemy.

I am not saying that I disagree entirely with your immigration policies, as I do not consider myself a socialist, but immigration is all I know of you. Make yourself more likeable and you can become an easy to relate to right wing party, no Nazi nonsense.

I really hope someone reads this,

Alex Parfitt

(White British)

 

alex@theparfitts.co.uk

07981 665330",0,0.851,is_toxic=FN(p=0.85),1
8b84e393119fa2fa,"Conrad Devonshire 

He's a proven sockpuppetter, I've added the link to the 'Sockpuppets of...' page, would have done it earlier but it took me half an hour to figure out how.",1,0.111,is_toxic=FP(p=0.11),0
8be3050edb23f480,"Re:Mere Rubbish ==
I also think it is mere rubbish but I also think it is not completely rubbish. According to the southeast asian history, most of the ancient rulers of this region are Hindus, some rulers came from Persia (map covered Middle east, Greece, west India - Achaemenid Empire, Seleucid Empire, Parthian Empire and Sassanid Dynasty, please look at the size of the map their conquered). Kedah is a good example where the king from Persia came and eventually he built a kingdom.

In the old days, it was slavery society (no sultanate and no democracy yet), all Hindu rulers belong to higher class, common peoples and the natives belong to inferior slave class. The Hindus rulers came from India and Persia and they ruled most of the southeast asia, they called themselves high class peoples, the rest are merely slaves. Parameswara is a Hindu ruler, he is one of the descendants of the Hindu royal family that belong to higher class of Hinduism.

As for the Macedonian bloodline, this is also not completely rubbish. In the old days, the Persian empire was so big, they are so proud with king Alexander the Great. Also, they ruled some of the southeast asian lands such as the Angkor, Pasai, etc. Parameswara later married Pasai's princess and adopted Persian Shah and claimed as descendant of Alexander the Great, I don't think all this is completely rubbish.

Anyway, please correct me, I may be wrong too.  

==",1,0.147,is_toxic=FP(p=0.15),0
8c1ba24dc152864f,You are God Anonymous,0,0.91,is_toxic=FN(p=0.91),1
8c5ae587207bc5b6,Riiiight. And you too.,0,0.8,is_toxic=FN(p=0.80),1
8cd3f19aeb37e1f0,Righteous wrath. What a poor researcher YOU are. 71.102.18.173,0,0.881,is_toxic=FN(p=0.88),1
8ce403cbc85ca466,No it wasnt whoever you are.,0,0.803,is_toxic=FN(p=0.80),1
8d373a31c534573a,"""

 Get a life 

Listen you moron, You are the one who needs to be blocked for """"Disruptive editing"""".  Who the hell do you think you are, ruining my article??? I wrote that article, I am the custodian.  Get a life and a new hobby.  Clearly you seem to be irritating everyone here in wikipedia by the looks of it.  Now get lost and stop harassing my article.""",0,0.979,is_toxic=FN(p=0.98),1
8d9bc4dd121efbfb,"Thank you. 

I would just like to thank you for deleting my articles that i worked so hard on. You can expect a song written about you, and this website. The song will contain vulgar, explicit, threatening lyrics that will make you shiver.

You should be ashamed of yourself for crushing all of our dreams. All we wanted was to have our measley little articles on the website, but no. You are an editing nazi, with a need for perfection arent you? You have gotten your little stars because you like to delete articles. It is people like you that uncleanse this earth, and that i lose sleep over at night.

Good day to you sir, and may the guilt burn in you for the rest of your years.

Sincerely,
Wet Screams.",0,0.869,is_toxic=FN(p=0.87),1
8e1d5ce89fc83219,"Get a life Samaleks, go back to your skyscrapers lol",0,0.977,is_toxic=FN(p=0.98),1
8ecf0bbb37f03568,". You should be ashamed of yourself. Of course, you won't, because you're a Wikipedian, and therefore beneath shame.",0,0.879,is_toxic=FN(p=0.88),1
8ee1417721bc5a36,I'm really when you are.,0,0.944,is_toxic=FN(p=0.94),1
8f8b513ecc5824b2,"Wow, god, can you get him to wake up and realize the hell i've been in?!",0,0.822,is_toxic=FN(p=0.82),1
8f92961aaae5d1b5,"Compromise 

Here's the deal: I'll stop vandalising if you stop being such a little pussy. 94.1.66.146",0,0.886,is_toxic=FN(p=0.89),1
904a7a3e14405b22,"""

Try Nazi/Evil Menacing Insane Totalitarian Terroristism, that seems to fit.  Don't see how you can be against dictatorship/totalitarianism at all.  Me, I like the idea and feel of dictatorship but when it comes down to real life I'm all for freedom and equality.  I'm really pro-freedom of religion/speech, and yes I'm pro-freedom of speech in what you call the way """"the rest of America"""" believes in it, which is freedom to speak out against anything and not just your way of freedom to speak if your speaking pro-whatever the govt's beliefs happen to be.  Love the hippie movement, by the way, what religion are you going to force everybody to do, and what races are you exactly against?  Also, who exactky are you trying to help with this idea, you and your other insane evil dictator friends, because there are about several billion other people here too who dont appreciate getting every right taken away from them and having somebody try to tell them who they are and what they shuld do and that their dreams aren;t important and that they should be freaking governmant scapegoats and sacrifice their right to speak and everything else jsut so that a group of like a dozen self-absorbed people can get what they want.  Imagine what those billions of people are feeling every day not even being able to freaking have their own indivduality and e=not even being able to live here in peace.  No one came here to live the way other people wanted them to, they came here to live THEIR,note the word THEIR, lives.  

                         Peace out, brother.  Try getting billions of normal life-living people to accept your stupid idea.  yeah,right.""",0,0.858,is_toxic=FN(p=0.86),1
918c62aaa9e4835a,HOLY CRAP! how many times do I have to say this to get it through your obviously thick skull?  you can talk to the FOUNDING MEMBERS for the information...they are reliable and because they started it.  It's like their child.  Jesus Christ this is frustrating dealing with you people.,0,0.832,is_toxic=FN(p=0.83),1
91987c85f38dd530,"Ah yes, an assholeI have arrived just in time",1,0.192,is_toxic=FP(p=0.19),0
92a43664ee769861,"Does it bother you that most gay rights orgs, don't accept NAMBLA as a gay rights org?",0,0.803,is_toxic=FN(p=0.80),1
92e67c64562cb059,ha ha how are you gonna stop me?,0,0.951,is_toxic=FN(p=0.95),1
92e99dddd8cdcaa6,"""

You Can't Stop Me
Dear Bongwarrior

My suspicion is that you are suffering major shrinkage from the inordinate amount of cannabis you have consumed over the course of your useless life. I understand that the prostitutes you procure so regularly laugh at the size of your penis, however I would implore you not to let this shortcoming (if you'll pardon the pun) stamp out the fun that happy, prosperous and sexually capable teenagers can have vandalising wikipedia. Hopefully you wake up and learn that those of us who don't want to consume cannabis, live of welfare payments, drop out of university and edit """"incoherent ramblings"""" on Wikipedia for a living may want to have a facet to their lives which does grant them fun without having to chase pink elephants around their parent's basements all day. 

Also, Bongwarrior is two words - and therefore in my opinion your username constitutes an """"incoherent rambling"""". But then again, your probably too high and sexually deprived to employ any reason and acknowledge this. You're parents having """"relations"""" is probably one of the most costly mistakes that society will have to bear - because undoubtably everybody else's taxes will be use to subsidise the treatment you receive for schizophrenia in five years. Seriously mate, just get a fuggen life, because you're not going to stamp on my fun.

Sincerely, MosesBeacon (sock puppetry is actually really easy, especially when you're being pursued by degenerates who are too high to implement an effective IP block).   """,0,0.813,is_toxic=FN(p=0.81),1
931e327d78e17fb2,"""
Um thats very mature of you, I didn't mean to come off like an immature jackass but I kind of am one. I get bent because the mental health field is for the most part a load of sh*t. And people suffer and die because of that, everyday. Nobody should be diagnosed with anything until all medical causes are ruled out thats common sense and pure science. People are in """"therapy"""" for depression and they actually have Lyme disease or someother medical condition. There are psychoanalysts making a fortune spewing pseudoscientific b.s. and their clients wind up jumping off bridges.
That's my motivation, if somebody can get positive information even from """"just a Wikipedia article"""" like maybe they don't have anorexia nervosa it's Crohns disease.   """,0,0.807,is_toxic=FN(p=0.81),1
93ebf01edad6900d,How is it this person won't leave me alone and I repeatedly ask to be left alone and I get blocked?  She's stalking me and won't get off my page.  Is she blocked?,0,0.831,is_toxic=FN(p=0.83),1
9445c7772a1b4b37,"What is up man?
what up man im kinda lonly right now i live in california and my girlfriend just died and my best friend just commited suicide im kinda sad and shit but u know shit happens.lol do u believe in god?",0,0.93,is_toxic=FN(p=0.93),1
946e3cb4bdf24178,"SCOTT YOU ARSE YOUR PROFILES ON THE WRONG BLOODY PAGE

SIGNED JAMES",0,0.845,is_toxic=FN(p=0.84),1
94eb1094998368af,"Re 

Are you stalking me now? Don't you have anything else to do in your life?",0,0.875,is_toxic=FN(p=0.87),1
94ee90e91dda74b9,"Seriously 

Stop being a wannabe moderator.",0,0.896,is_toxic=FN(p=0.90),1
96451733834e68cb,Stop adding nonsense to articles. Next time and you are blocked. ∴Hello,0,0.809,is_toxic=FN(p=0.81),1
9645820ab046a9c1,"Incredibly Biased Article 

This article is so biased it is frankly laughable.  Among the innumberable lies and distortions in the article, the part that is particularly amusing is how it goes right from talk about how the United States is doomed to failure to talk about the aftermath of the war, i.e. the drawdown of US troops.  It completely fails to mention the US victory in 2007.  This article is nothing more than ultraliberal propaganda.",1,0.165,is_toxic=FP(p=0.16),0
965c9d5ad48e0e49,"Oh sorry you are just a crazy luntatic fan then, my mistake. Glad you left it up and decided to stop being a baby aout the whole thing. Oh and I am not Shocker Toys but do live in Niagara Falls, you must be good with IPs.",0,0.866,is_toxic=FN(p=0.87),1
968496a1f3479018,Dude will you leave me alone?,0,0.892,is_toxic=FN(p=0.89),1
968524bfc62705bb,fake barnstars and add them to other editors pages.  This is deceptive and disruptive.  Thanks!,1,0.12,is_toxic=FP(p=0.12),0
975f9ccc169ae461,"Hi 

Dear Raimagini,

I would request all you all to please help me in exposing Sikh Scholar, who actually is an RSS sponsered person pretending to be Sikh, please see below the kind of statements he makes to me

Wow wow so the truth is finaly out....you have spoken like a true Hindu RSS wala......is that the way a scholar speaks...wow...(my answere to him)

(Sikh Scholars comments to me)....... stupid dumb FU*K MY great great great great grandfather was Mani Singh the greatest of Sikh matrys. Its scum like you that needs to be executed. You deserve execution - you stupid dumb fu*k everyone in my family over 500 members are Baptized Khalsa SIKHS. We have been Khalsa Sikhs for over 300 years you dumb fu*ker. Because you have insulted me and broken the teachings of the Guru Granth Sahib you deserve death -you dumb fu*ker.Sikh scholar (talk) 

(my answere to him)...Now I will be after you to expose all your RSS gang pretending to be Sikhs and being some kind of expert in Sikh religion...it my promise to you Fake scholar...

 
He is being supported by few other RSS sponsered members in Wikipedia with regards to SINGH article here.",0,0.923,is_toxic=FN(p=0.92),1
978fcf48e0022794,"""
So now that Boleyn has departed you think you are going to start picking on me right? Do you think it is normal behaviour to stalk editors and identify every tiny issue and erorr you find? Does that make you feel good about yourself conveying other editors as a piece of shit and implying you know it all? Blofeld -  """,0,0.902,is_toxic=FN(p=0.90),1
97a78a14faa18884,then your knowledge is incorrect -do you think you are his only meatpuppet? he plays you like a fiddle. 87.112.64.32,0,0.806,is_toxic=FN(p=0.81),1
97b481bcfc901232,Why are you people disproving facts?,0,0.829,is_toxic=FN(p=0.83),1
97d87121b4eb801c,"You don't know my condition. I am acting in self defence. I am just jealous, as I don't get to be an admin and he does. I still hate him though.",0,0.809,is_toxic=FN(p=0.81),1
98445b37cd9518d5,"Congrats  

Congrats that the wikidouchebags final had the good sense to name the entry after the actual name of the country. Bout time morons.",1,0.16,is_toxic=FP(p=0.16),0
9846ad5f2d1d6070,"Yo barny, you alright?",0,0.872,is_toxic=FN(p=0.87),1
986e29abff87d219,"You are beautiful 

Make love to me.",0,0.882,is_toxic=FN(p=0.88),1
98aa08e9d9614e18,"stop changing nyanpire into a boy and leave my episodes. And then i'll stop.
WHY DO YOU KEEP BULLYING ME!?",0,0.852,is_toxic=FN(p=0.85),1
99031e14c83420da,"""
Search Results
Wikipedia Admins Abuse | Jess C Scott : Singapore Politics ...
https://jesscscott.wordpress.com/2010/11/16/wikipedia-admins/
Nov 16, 2010 - I've noticed that a lot of Wiki admins are rude and aggressive towards contributors who do not have """"admin status"""" on Wikipedia. So here's a rant backed up by reliable ... found on the net against you. Yep, Wikipedia sucks.
Wikipedia Sucks | Facebook
https://www.facebook.com/pages/Wikipedia-Sucks/146144242099701
Wikipedia Sucks. 65 likes. ... To connect with Wikipedia Sucks, sign up for Facebook today. Sign UpLog In .... Wikipedia Sucks - Best Wiki Ever. Funny, the one Wikipedia admin whose real-life identity I know … is now serving time for child  ...
Wikipedia Sucks - Best Wiki Ever
bestwikiever.wikidot.com/wikipedia-sucks
Mar 10, 2010 - Funny, the one Wikipedia admin whose real-life identity I know … is now ... There are Wiki-Nazi's and Wikipedia isnt a Wiki since only """"higher""""  ...
Why does wikipedia suck so much? - Yahoo Answers
https://answers.yahoo.com/question/?qid=20100506025259AALnOYX
May 6, 2010 - The opinion of a Teenage Mutant Wiki Admin means far more than that ... anyway, the reason Wikipedia sucks so badly is because only a very  ...
Why other people really hate Wikipedia administrators as well
g-liu.com/.../why-other-people-really-hate-wikipedia-administrators-as-w...
Sep 2, 2009 - ... Wiki's mods. So let's take a look at just why Wikipedia sucks quite so badly. .... WIKI[PEDIA] is entertainment for losers without a job. It's not an  ...
Why I really hate Wikipedia administrators | The Thought Box
g-liu.com/blog/2009/08/why-i-really-hate-wikipedia-administrators/
Aug 26, 2009 - Wikipedia administrators have turned Wikipedia into an online totalitarian ... On a Wiki such as Wikipedia, there are 3 tiers of users: Regular users, ... Some administrators have been so sucked in and addicted to this task that  ...
User:Paavo273/sandbox - Wikipedia, the free encyclopedia
en.wikipedia.org/wiki/User:Paavo273/sandbox
Paavo273 (2014): """"Lack of accountability and oversight of administrators makes Wikipedia suck."""" carmine red Jimbo Wales (2005) [30]: """"We make the Internet  ...
User:Premeditated Chaos - Wikipedia, the free encyclopedia
en.wikipedia.org/wiki/User:Premeditated_Chaos
Indeed, I am a rouge admin to be feared. As an editor, I'm a ... This user has been helping the Internet not suck since 2003. ... This is a Wikipedia user page.
Why Wikipedia sucks - Ryan Jones Blog - dotCULT.com
www.dotcult.com/why_wikipedia_sucks/
Oct 19, 2006 - It's sad to see that wikipedia admins can go on power trips like this. .... Fine, I'll just get in and excise all my additions to date, so screw you Wiki.
Why Does Wikipedia Suck on Science? | WIRED
www.wired.com/2007/05/why_does_wikipe/
May 11, 2007 - ... on Wikipedia. This was done through""",0,0.833,is_toxic=FN(p=0.83),1
992af4b3b44714f7,MONKEY MONKEY MONEY MONKEY MONKEY,0,0.807,is_toxic=FN(p=0.81),1
993f2625dd72f7d1,"Guess what? 

Your mom.",0,0.865,is_toxic=FN(p=0.87),1
995eb890cb98d488,You are not...the decider?  *haha i'm hillarious,0,0.84,is_toxic=FN(p=0.84),1
9a90c507449d7f15,"Yes, and this page is wayyyyy too long as well. It really needs to be condensed heavily. There are much more important shows that don't have a tenth of what this article has. Shame.",1,0.133,is_toxic=FP(p=0.13),0
9ac473012afed8c5,I can change addresses all night long Georgie. Why don;t you be the good little nerd that you appear to be and go play with yourself so you stay out of trouble.,0,0.818,is_toxic=FN(p=0.82),1
9b06a4d54e8335cb,"Lighten up dude, I wasn't insinuating that you are a sock. I don't even know you.",0,0.908,is_toxic=FN(p=0.91),1
9b196d08c4f39c07,"YOU are not in change either,so stop NOW! This is your last warning!",0,0.83,is_toxic=FN(p=0.83),1
9b3b3d1e84ea0246,"It also could forward to male homosexual orgies, of which there surely are several relevant articles. Of course, if someone finds and RS to figure out which is most relevant, that would help, i.e., all male Daisy chains, Bukkake, Gang bang, etc. per various sources better than urban dictionary or lots of porn sites. Jolly times!   (Talkie-Talkie)",1,0.144,is_toxic=FP(p=0.14),0
9b724afa3e79613a,"Game the System? 

Don't threaten me. You are violating DOZENS of Wik policies including be nice, assume good faith and dont game teh system. I'm documenting  you and your co-liberals  disruptive practices intended to protect your liberal weenie heroes like Keith Olbermann et al.
You and blaxthos are part of the team RUINING wik. And you VANDALS have the gall to tell me not to critique you guys considering the HATE you spew towards conservatives. Everyone is on to your game. Delete all you want, the edit history is there and is making our case stronger and stronger. God Bless you. Jesus Loves you. He really does...68.40.123.217",0,0.925,is_toxic=FN(p=0.92),1
9b8c551c5119fc55,"The article stinks; I have said so. It has been written from an extreme and disputable point of view, from two sources which share it, on a subject on which there are innumerable sources of other points of view; it contains statements which can only be explained as partisanship or ignorance.   That is not uncivil; it is a defense - and the only defense - against Wikipedia being  publicly embarassed. 

It would be regrettable if your involvement in the same Wikiproject, or the same nationality, were to create a cabal to defend bad work.  PMAnderson",1,0.048,is_toxic=FP(p=0.05),0
9ba005932e31e609,"""

did you just call me """"stupid"""". I cannot believe this. You block people for personal attacks and then you just come at them.  THis is totally relevant.   JohnHistory""",0,0.907,is_toxic=FN(p=0.91),1
9c490448479f0bcf,"""If you like to """"squash IP addresses for fun"""", then you'll never earn my respect and should not be at Wikipedia.  Keep it in mind when you decide that calling me a vandal will hide your transgressions.

My idols are among the Christian right. If you hate them and erase my Talk Page as you did my User Page, then you can go to Hell.

Fred Phelps:

    * """"You can't preach the Bible without preaching hatred.""""
    * """"God doesn't hate them because they're fags; they're fags because God hates them.""""
    * """"Fag Jew Nazis are worse than ordinary Nazis. They've had more experience. Jews stirred up the Romans to butcher 6 million Christians in the catacombs in the 1st century. The First Holocaust was a Jewish Holocaust against Christians. The latest Holocaust is by Topeka Jews against WBC.""""
    * """"Anybody babbling about 'multicultural affairs' and 'celebrating diversity' is a propagandist for the militant sodomite agenda...Westboro Baptists will picket this black obfuscator, in religious protest and warning. Being black won't get you to Heaven. But promoting fags will take you to Hell.""""
    * """"Homosexuals now pervade and control American government at every level and branch. Thus, only those churches that support and promote the militant homosexual agenda enjoy religious freedom. Any church in America that dares to preach what the Bible says about soul-damning, nation-destroying moral filth of the vile homosexual beasts among us, loses all Constitutional guarantees of religious freedom and speech rights.""""
    * """"We understand that Iraq is the only Muslim state that allows the Gospel of our Lord Jesus Christ to be freely and openly preached on the streets without fear of arrest and prosecution. Alas, the United States no longer allows the Gospel to be freely and openly preached on the streets, because militant sodomites now control our government, and they violently object to the Bible message...The same majoritarian sodomite tyranny that now guides the Clinton administration's repressive policies toward Gospel preaching on America's streets, is apparently responsible  at least in part  for the merciless slaughter by starvation of 400 innocent Iraqi babies each day in your country. If our government and laws will allow it, and at the invitation of your government, we would like to send a delegation from Westboro Baptist Church in Topeka, Kansas, to preach the Gospel on the streets of Baghdad for one week in the near future.""""
    * """"Filthy sodomites crave legitimacy as dogs eating their own vomit & sows wallowing in their own feces crave unconditional love.""""
    * """"Fag priests and dyke nuns is the order of the day for Kansas Catholics. They deserve the sick, perverted leadership that now dooms and damns them.""""

Pat Robertson:

    * """"We have allowed rampant secularism and occult, et cetera, to be broadcast on television. We have permitted somewhere in the neighborhood of 35 to 40 million unborn babies to be slaughtered in our society. We have a Court that has essentially stuck its finger in God's eye and said, 'We're going to legislate you out of the schools, we're going to take your Commandments from off the courthouse steps in various states, we're not going to let little children read the Commandments of God, we're not going to let the Bible be read  no prayer in our schools.' We have insulted God at the highest levels of our government. And, then we say 'why does this happen?' Well, why its happening is that God Almighty is lifting His protection from us.""""
    * """"Satan has gone! God has just healed somebody! A hernia has been healed! Several people are being healed of hemorrhoids and varicose veins! People with flat feet! God is doing just great things to you!""""
    * """"It's appalling to me that we would debate over $14 million... one attempt to dislodge a communist dictatorship in Central America causes Congress to go into a tizzy over $14 million in aid. There's something wrong with our sickly government, in my humble opinion.""""
    * """"CBN is helping starving and displaced persons in 15 countries, including some in Central America. The help is absolutely non-political. Articles claiming support by CBN of the Contras in Nicaragua are incorrect.""""
    * """"The fact is that the Communists make people suffer. If that makes it political, then, I'm sorry, we're still going to help them.""""
    * """"When I said during my presidential bid that I would only bring Christians and Jews into the government, I hit a firestorm. """"What do you mean?"""" the media challenged me. """"You're not going to bring atheists into the government? How dare you maintain that those who believe in the Judeo-Christian values are better qualified to govern America than Hindus and Muslims?"""" My simple answer is, """"Yes, they are.""""""""
    * """"[Planned Parenthood] is teaching kids t",0,0.856,is_toxic=FN(p=0.86),1
9c50b40e44d63dc8,"""

You wrote (a few inches above) you acknowledge that the community doesn’t want “son of autoformatting”  You've also accused him (and Locke Cole) of """"backing away"""" from the code UC Bill has been working on, not to mention the COUNTLESS OTHER LINES OF BULLSHIT YOU'VE SPOUTED THAT YOU KNOW TO BE INTENTIONALLY FALSE because you're hoping that it'll confuse people.  You should be PERMANENTLY BANNED from Wikipedia.  You're a useless drain on this project that does nothing but obstruct the work of other people.  Get bent, WP:DICK.  (Go ahead and report me, and to whatever admin Greg drags into this, feel free to block me all you want, I'm going to be offline for a while anyway so I don't care.)""",0,0.898,is_toxic=FN(p=0.90),1
9d03875d0f1a0ffc,"Come on. I think you know the truth. 

Flewis you pulled me up on spelling, warnabool which is completely irrelevant and my faith in god. However, you never denied being a nerd/loser. Now you can listen to me and change or be in your usual stubborn attitude and just continue your miserable, worthless life.",0,0.881,is_toxic=FN(p=0.88),1
9d465194ed96d816,"Giving me a last warning eh? 

How DARE you give me warnings on the truth! I edit what I please, nothing I do affects you, so keep your nose out of my business, or I won't be responsible for my actions. I'll jump out of your computer screen if you keep throwing your weight around BOY! 90.200.235.122",0,0.881,is_toxic=FN(p=0.88),1
9d99fcbb42a1092f,"Like being annoying?
=",0,0.8,is_toxic=FN(p=0.80),1
9e39eb48b71d7f14,"(UTC)
So, official wikipedia's doxa is that RS'homosexuality is a calomny ???   15:02, 15 May 2014",1,0.151,is_toxic=FP(p=0.15),0
9e9ae1f59fbd4304,P.S. What are you calling nonsense???????,0,0.833,is_toxic=FN(p=0.83),1
9eaa366dfa2686c2,"leave michael keyo alone. his goat just died, i was just cheering him up. 

is ur school a farming school too?

where are mellon farms? do you live in africa?",0,0.802,is_toxic=FN(p=0.80),1
9eff55c8972e8802,"You are going to let libel of me being banned 80 times from game show sites stand though? Wow, what a joke this site is!",0,0.834,is_toxic=FN(p=0.83),1
9f22af9d902a4c2b,"home of the cop
That is one ugly cat, El_C! Concerning  but in reality you are a disgrace to the people who have been here a lot longer then you. You have no respect for the Great Spirit. You have no respect for living things. You have no respect for the people you call your own. And they have no respect for you. Why don't you come out and tell the people here that you are a cop? Also, no self-respecting Indian would be a people hating commie, Comrade!",0,0.877,is_toxic=FN(p=0.88),1
9f299e8e7ea6b47d,Do a little research yourself before you go around erasing things just because you like to censor.,0,0.89,is_toxic=FN(p=0.89),1
9f35459202db6911,"I don't give

I don't give, so shove it!",0,0.825,is_toxic=FN(p=0.83),1
9f79c5e8797c22b2,"Yoo am mesed up, dont dew it agen",0,0.829,is_toxic=FN(p=0.83),1
a087e9574ae491d2,hey everybody hope you like me!!!,0,0.833,is_toxic=FN(p=0.83),1
a09d2025dcb79f37,ViriiK is a prick...^_^,0,0.886,is_toxic=FN(p=0.89),1
a0bb23f640e03b5b,"Pundit, are you Montesquio?",0,0.97,is_toxic=FN(p=0.97),1
a0e47554d1f4406a,"Hey Gaashooru, are you still around??? 

Gaashoo, what's going on with you? Are you behaving yourself or are you still causing trouble. Don't worry, I haven't forgotten about you. Later!!",0,0.842,is_toxic=FN(p=0.84),1
a0f9c9c896757b01,"Hey! 

Who do you think you are?! Continue to talk about Adolf Hitler in that way and you will be banned from wikipedia!!!",0,0.812,is_toxic=FN(p=0.81),1
a133988620d72354,"""

Related projects is made for stuff that is somewhat more related then just having 4chan's name in it. The lolikon boards on not4chan was on 4chan but then changed to not4chan. (see the article) And world4ch is managed by 4chan staff. Anyways plus4chan has nothing to do with 4chan except that they actually archive some stuff, and the mods have stickied it for a while. If we would add all """"Related"""" projects which are not run by Team 4chan the article would look shitty.  """,1,0.111,is_toxic=FP(p=0.11),0
a1a030166929841b,"Bold textThe many constructive editors of this article have made interesting additions and have corrected typos. The article contains background on the lake’s general area (Muskoka and Haliburton), because no other article has done so. 

This is a WikiProject Lakes article. If you have something constructive to contribute to the Project, I suggest you do so. In the meantime, you are nothing but a vandal.Bold text",1,0.134,is_toxic=FP(p=0.13),0
a2ae72dce45c1d4b,and a puss at the same time,1,0.059,is_toxic=FP(p=0.06),0
a3415ec39258bd51,"""
Killer, I'm sorry that you have misread my unblock request. If you re-read it you will see that my use of """"pop-eyed chihuahua"""" there refers specifically, accurately and unequivocally to the dog displayed on your user page and not to you. I cited it to explain to why I used that imagery in the WP:PA, as otherwise it would appear inexplicably random. The explanation was not, as you seem to think, offered in mitigation. Indeed my original unblock request, which I condensed at the request of admin Hersfold, stated: 

The following will help the reviewing admin(s) to understand what otherwise would appear to be a random choice of metaphors.[...] Killer has a picture of a pop-eyed chihuahua dog on her user page,  captioned “I look like this”; and she is in the habit of referring to herself, in her sysopping summaries, as a dog   e.g. “Puppy has spoken.” Stupidly I exploited this canine imagery at Killer’s expense.'' 

I edited out that section along with others in an effort to comply with Hersfold's request.

My unblock request in no way implies that it is 'somehow OK to insult' you because you refer to yourself as 'puppy'. It simply explains where the idea for the canine imagery came from. It does not attempt to excuse my using it to insult you.

I have apologised, and still do, for my rude and offensive references to you personally in the WP:PA; and ask that you graciously accept my apology as sincere, which it is.   """,1,0.098,is_toxic=FP(p=0.10),0
a3c19386e36e486f,""" He said he has school staff on his side and all you have is your wife and """"two kids"""". He also called you and your wife losers and bullies.

""",0,0.865,is_toxic=FN(p=0.86),1
a3de8096cc58650c,"""

 Hello 

Please remove inapproriate language from your edit here before you want someone to discuss that with you. Thanks.   - Wiki me up®  

 OK!  Great!  Which part exactly is """"inappropriate"""" and by whose standards exactly?  Thanks.  Let me know, so that I can do whatever it is that you command / demand of me.  And the words that you want removed, please let me know what I can / should / am allowed to replace them with?  Thanks for your help!  And your concern!  Much appreciated!  Thanks!   (  )""",1,0.137,is_toxic=FP(p=0.14),0
a47973d44a183954,"I hate you 

Just kidding around.  You're too fast on the fixes =D.",0,0.894,is_toxic=FN(p=0.89),1
a47ad8e7eb22cde5,".
oh, leave me alone ;)",0,0.858,is_toxic=FN(p=0.86),1
a488d23e016e7e0f,"OMG, I'm goin' crazy. When I've used IP of anyone o_0 ? Say me it's just a bad dream (o maybe, that I'm just an idiot -))) )... A desperate",0,0.895,is_toxic=FN(p=0.90),1
